security_code,security_name,board,listing_year,period,log_offline_oversubscription,base_value,predicted_log,shap__total_issue_shares_10k,shap__offline_issue_before_clawback_10k,shap__online_issue_before_clawback_10k,shap__strategic_allocation_10k,shap__strategic_allocation_share_pct,shap__offline_issue_before_share_pct,shap__subscription_upper_limit_10k,shap__subscription_lower_limit_10k,shap__subscription_step_10k,shap__comparable_pe_avg_ex_nonrecurring,shap__industry_pe_at_ipo,shap__recent_ipo_first_day_return_ma20,shap__market_turnover_ma20,shap__market_turnover_pct_rank_1y,shap__market_turnover_ma20_over_ma60,shap__market_return_ma20,shap__concurrent_ipo_count,shap__same_board_concurrent_ipo_count,shap__concurrent_offline_issue_sum_10k,shap__same_board_break_rate_ma10,shap__board
688011.SH,新光光电,科创板,2019.0,2019-2020 注册制早期,5.935006887682297,7.798799785020949,5.881648102057339,0.006739789649408274,0.03714019307719219,-0.0064708188649475334,0.0242660680622015,-0.04351561279837366,0.02682791012989446,-0.14752763295482546,-0.05078715829430403,0.0822836975741517,0.030201638465285223,0.003877425732220783,0.02791964493422722,-1.2781161048270315,-0.04520873310041361,-0.03430964423366974,-0.02449767789005048,-0.12496891939510327,-0.36600946010270213,-0.0048584344998114,0.00010608307292699465,-0.03024393669988544
688012.SH,中微公司,科创板,2019.0,2019-2020 注册制早期,5.8310322625809725,7.798799785020949,5.845536068200502,-0.014446271049703092,-0.046015502333803346,-0.006509653138668614,0.024022994688895793,-0.06371760194655487,-0.1647515147462945,-0.05860979717985812,0.007665485790758462,0.08328096607613795,0.01704523756332591,0.03409520788845462,0.018104086231577964,-1.1605336556252255,-0.04925920543011645,-0.038039585976077955,-0.01684394316188966,-0.13675031807489635,-0.30758648238230357,-0.025384315335026796,-0.0011308738934944396,-0.047898974785684195
688013.SH,天臣医疗,科创板,2020.0,2019-2020 注册制早期,7.715525842081089,7.798799785020949,7.8655439577133475,0.03690827405344516,0.07229549627224531,0.008113342664519806,0.012600516378878795,0.04585654669603861,0.06838416444071321,-0.05024179260225487,0.030523995884530697,0.10097694777317633,-0.08296446291083105,-0.012682650682061003,0.002122039723223734,0.07586376684505806,-0.04902320818351739,-0.11202000573677659,-0.03557170116771833,0.012539975382222153,0.02671366195041376,-0.021693887169680782,0.011953215826245447,-0.07391006274547289
688015.SH,交控科技,科创板,2019.0,2019-2020 注册制早期,5.968071296231432,7.798799785020949,5.914973511877484,-0.01648379827368846,-0.00910133930209062,-0.008617216888442837,-0.03787216808970574,0.018036554347412345,0.010469248607425706,-0.1742614384346353,0.09871378719917927,0.08592157027066677,0.03520325666622359,-0.009620171760779174,0.03286281085233612,-1.288022352158555,-0.05947484801631619,-0.048253361373069834,-0.013612874550181063,-0.029600094271393065,-0.40690224758286736,-0.038296909168232855,0.0023617265390445084,-0.02727640775579597
688016.SH,心脉医疗,科创板,2019.0,2019-2020 注册制早期,5.684565675729068,7.798799785020949,5.766169561652458,0.027118967989458932,0.08321365275288467,0.03830310209518014,0.010665917954950926,-0.005483985600455206,0.03945942433786938,-0.33186956215692287,-0.05727800051335662,0.0792084994625026,-0.0010330875504935778,-0.007996015970308487,0.0006810235438231741,-1.2784833923132577,-0.039251787500104676,-0.06816341306998225,-0.024423510154041452,-0.03416786508727112,-0.37997007339532324,-0.047185493617460626,0.002825855077487474,-0.03880047965367058
688017.SH,绿的谐波,科创板,2020.0,2019-2020 注册制早期,7.8868341634923205,7.798799785020949,7.8379925849470755,-0.0006900637540781464,0.032601796105570194,0.003980696486083921,0.016120622223205976,-0.10710875910582497,0.0018814625694736431,-0.00020077214366984286,-0.11824549743863497,0.1077150287894481,-0.02611994845369606,0.014651138478863764,0.028790527641865026,0.09895540885500471,-0.05282895364046126,0.04999870100012393,0.023880241598283485,0.01716242867451329,0.01859969118862717,-0.0112327168782363,0.009662044551400167,-0.06838027682173614
688018.SH,乐鑫科技,科创板,2019.0,2019-2020 注册制早期,5.844609067481193,7.798799785020949,5.916754068770931,0.028388884309089386,0.05096658524196308,0.048968624551475465,0.02658419620966269,-0.01457476115179906,-0.007549491906151027,-0.2980357576509079,-0.07743937167681895,0.08070988412566961,0.023753530472785576,0.006460317559499862,0.03085142500239161,-1.1362577818670094,-0.04637854291296132,-0.06408308564689448,-0.019452342554202234,-0.14008466103735742,-0.3267729589035655,-0.012464977741905891,0.00010503758984707594,-0.03574046826282877
688019.SH,安集科技,科创板,2019.0,2019-2020 注册制早期,6.0284259792376025,7.798799785020949,5.989932913937983,0.052802383974100614,0.14506689632660913,0.10752009913962317,0.02221475451717475,-0.0012734370159753307,0.011362349138986195,-0.3428873213433899,0.0068820127736490665,0.08113616986926625,-0.021255246045753504,-0.004393193244876642,-0.005478555566375254,-1.1791215574560532,-0.05430366548295898,-0.07872012293468153,-0.018494138590869146,-0.13606278139963207,-0.3581900269513143,-0.0046156146146881455,0.00047739538424683626,-0.03153327156005449
688020.SH,方邦股份,科创板,2019.0,2019-2020 注册制早期,5.88115039353105,7.798799785020949,5.890962628459118,0.033792861996641235,0.0523032957325248,0.03725010992944696,0.018677944337860585,-0.0662205968814673,0.0015772927698964757,-0.299357113530107,0.028820365046134354,0.08005100381758676,-0.02258850798967907,-0.00920980460512958,0.026995372837956062,-1.2408797178480317,-0.04598681300718773,-0.0663622035533907,-0.027146368903437263,-0.028781568752531687,-0.31165563101174043,-0.03443842564051256,0.0018370146106750818,-0.036515665917338805
688021.SH,奥福科技,科创板,2019.0,2019-2020 注册制早期,6.801936547248246,7.798799785020949,6.753877017339111,0.03659596464515999,0.048710678383630086,0.04612626160929813,0.02359309225794919,0.04943624045876056,0.029888199777245373,-0.35798789802909997,0.041171493342144865,0.08536947055401893,0.010963864964668484,0.02738703932957196,0.032511025703073584,-0.9866194132680424,-0.017235211929212103,0.10628181127063913,0.07409026220551039,-0.020336915091240627,-0.21028599805142612,-0.03540665060233781,0.0030615566908092726,-0.03223764190295991
688022.SH,ST瀚川,科创板,2019.0,2019-2020 注册制早期,5.536832566384668,7.798799785020949,5.599739680298297,-0.0003478139258904516,-0.03824239317451089,-0.00461911416928028,0.018241487181720476,0.03475112784223835,0.022086258327050128,-0.4079435657835714,0.03365872653886734,0.08129797614687682,-0.0209977127652941,-0.013127255616664259,0.008502500106556947,-1.3091973360483347,-0.05148033182757539,-0.06590742015314256,-0.023766192015621617,-0.03567352235854808,-0.35761302322201965,-0.04162760454925212,0.0024904172905787616,-0.02954531254683593
688023.SH,安恒信息,科创板,2019.0,2019-2020 注册制早期,6.693018045363847,7.798799785020949,6.648929577574337,0.034240028906451864,0.06816050630760845,0.06151273721766942,0.021625774046140085,0.039562469261171435,0.05128206228196994,-0.3217872950947576,-0.0975701822193116,0.08454871172645391,0.019937085123564607,0.006270007368044802,0.006685515099206479,-0.9904962662678896,-0.028906938084486845,0.10168714816314176,0.0657026541517702,-0.019851891642417727,-0.18186930207324215,-0.035662057859408416,0.0007945977457772356,-0.03573557160406925
688025.SH,杰普特,科创板,2019.0,2019-2020 注册制早期,5.805249420198016,7.798799785020949,5.773057869301711,0.019064712631240464,-0.013509029917456224,-0.010959262447978114,0.019124199272679863,-0.0920799169700736,-0.015009453780600679,-0.4650100440602756,-0.1070061055889965,0.08223567320351335,-0.024620004611834095,0.006849975533232029,0.027811135216151518,-1.2061599039440547,-0.042364147509083926,0.04792546796671938,0.04864196092671995,-0.011867471467258273,-0.21875840778113848,-0.030032156177521,0.0007551198436438493,-0.04077425605686756
688026.SH,洁特生物,科创板,2020.0,2019-2020 注册制早期,7.675075358159464,7.798799785020949,7.636092374069635,0.03306952927098447,0.0655856983823634,0.017800050375966017,0.023052670449514992,0.0464272662031071,0.034226846253593415,-0.010350121152925303,0.06876291761280551,0.09892879539492304,0.01749743819439106,-0.00861451031360407,0.016867315816063863,-0.38212023937092393,-0.013260861767116789,-0.12708301447799383,0.01694765313587211,-0.009904409550981099,0.02281073092526007,0.0020935552183768574,-0.0036888850463412913,-0.07175583650464992
688027.SH,国盾量子,科创板,2020.0,2019-2020 注册制早期,7.755880525562393,7.798799785020949,7.793864661093003,0.036753231960263553,0.08943966698564579,0.028099222593988005,0.021264611560818443,0.056272136765204886,0.11610602766801359,-0.031138681289754413,-0.15783628343341538,0.10078226811121763,-0.010868004292819623,-0.03594043411413424,0.08497978745594242,-0.20872555771575754,-0.07194901535835148,0.020062713214368495,0.00750934116875293,0.007603387076545395,0.030198473773412764,-0.012082731860659597,-0.001142630340222971,-0.07432265385700534
688029.SH,南微医学,科创板,2019.0,2019-2020 注册制早期,5.940928860400088,7.798799785020949,5.8080616522469635,-0.009726066376311925,-0.017853623219754266,-0.014429717577943367,0.022907609903635447,-0.06748081018179178,0.0005988588394993684,-0.1765033480557595,-0.07214880806123272,0.08543367173353499,0.03509712268356053,-0.00364280989237622,0.030434802190704886,-1.2862988047499821,-0.02836691871417285,-0.01452860701227709,-0.009306279526474547,-0.027700087680123487,-0.37966956294070686,-0.027545187385122624,0.00039722487540794823,-0.030406791626300073
688030.SH,山石网科,科创板,2019.0,2019-2020 注册制早期,6.328222100165446,7.798799785020949,6.314859533574889,-0.028202156316103635,-0.00960971028843779,-0.05682700285632446,-0.053751873107591316,0.022847653999685243,0.06422893312563602,-0.264386339475225,0.039396913323114194,0.09337515034489352,0.028503263899471925,0.01160408554543572,-0.005048865433829484,-1.1350113460082978,-0.03606579002071588,-0.03744192027181835,-0.030640004813933256,-0.020846660697426328,0.010466293649169766,-0.015343975051322817,-0.003189755051415854,-0.057997145941024036
688031.SH,星环科技-U,科创板,2022.0,2021-2022 扩容与破发阶段,6.779326048165168,7.798799785020949,6.757286064231944,-0.0175781322864444,0.008918263829879676,0.012276342705200925,0.028648808532906366,0.0026299633372449047,-0.1422253926792742,-0.0037198946883008196,-0.19519309768763077,0.09844424852615853,-0.06224500740925969,-0.01589098019185926,-0.47167832415013067,0.018855342823577655,0.026001877677247816,0.00040077677798958013,-0.1112753486466037,-0.017869306906779306,-0.016814495674250658,0.005485159136513791,-0.04306301327782357,-0.14562151053736777
688028.SH,沃尔德,科创板,2019.0,2019-2020 注册制早期,5.829899868050751,7.798799785020949,5.851031538551538,0.033534168406560295,0.05202247438936879,0.02840649875545953,0.023915993482398663,0.03304041907306384,0.03078783018799526,-0.36290307400796634,0.0007916093696886968,0.08026549834677923,-0.031701423729809046,-0.01103153151595457,0.025730582380731296,-1.2471112851241697,-0.04659835698216352,-0.08029465416982429,-0.03701321243436979,-0.03432812783837536,-0.3371715249908092,-0.03862398371182956,0.002825961616846081,-0.03231210797303133
688032.SH,禾迈股份,科创板,2021.0,2021-2022 扩容与破发阶段,7.414171174171038,7.798799785020949,7.57043011951435,0.06289501875496911,0.11551674287889646,0.06760827690722072,0.028268242989512905,-0.027743679795555698,0.0024508782259780714,-0.29702045533837684,-0.06127100510269796,0.10127517078025534,-0.0050664782621989484,-0.027902420086312607,-0.12165190604329261,0.054687522354550926,-0.05482760102017292,0.007325775213432937,-0.005499736244466608,0.009163319810954513,0.008749455462684342,-0.012905804984521022,-0.007398540170961178,-0.06502244183649762
688033.SH,*ST天宜,科创板,2019.0,2019-2020 注册制早期,5.791757942316591,7.798799785020949,5.835785225547023,-0.0018566521699139352,-0.047410081942890196,-0.005215728901295139,0.02182005444886499,-0.04854660856553758,-0.11568513944975437,-0.05166732081252573,0.04708241458497358,0.08371702925482169,-0.0014465933988212813,-0.004511859136660796,0.01542480808041272,-1.2897697422548904,-0.0548236536273522,-0.040974630287049105,-0.00892540479156428,-0.0270247098758938,-0.34372518745362923,-0.04846652706628863,0.0028820369367099728,-0.043891063045642886
688035.SH,德邦科技,科创板,2022.0,2021-2022 扩容与破发阶段,7.818855684385773,7.798799785020949,7.974085012319008,0.009176832443083972,0.02862495727250377,0.005024848122475335,-0.007133761966125377,0.015558468715425995,0.045792311079168015,-0.001120123018593897,0.03652672483652586,0.10982350673260806,-0.03797095713088904,-0.005400974572589207,-0.10888144998698165,0.07081355517398341,0.0025697125861529856,0.043701687585278495,0.008823540284609405,0.02580227469114674,0.024431043305073286,-0.024607099102924836,-0.012743601508738768,-0.053526268243134126
688036.SH,传音控股,科创板,2019.0,2019-2020 注册制早期,5.9667478404773515,7.798799785020949,5.978226455874335,-0.07021831381479808,-0.26258770200969955,-0.07053434380556733,-0.029492435782667494,0.0028261937529060646,-0.21549237826751924,-0.07114409886743393,0.044325520793865994,0.09116853405408422,0.01026195189605379,-0.005801476577349677,-0.024165109770258472,-1.038471596808251,-0.03251462477478028,-0.04625153491162041,-0.04072141274962483,-0.02001820578451247,-0.008665121628264046,0.05688849569362596,-0.0024716710344025693,-0.08749399875040105
688037.SH,芯源微,科创板,2019.0,2019-2020 注册制早期,6.596093033428026,7.798799785020949,6.647485156550056,0.032667811770656974,0.0503255894608166,0.013859716173771772,0.004291767873119535,0.02861032720635995,0.058766317784414615,-0.4212487450821228,0.03288175081531651,0.08722326225096737,-0.014207020167708596,-0.0036817346185459418,0.0037067660213420954,-0.9499002985745689,0.03385337790085679,-0.07625847262417407,-0.009028478086669324,-0.006830019192677894,0.008834561257450194,0.051415428516888205,-1.2130229886556166e-05,-0.0765844069265001
688038.SH,中科通达,科创板,2021.0,2021-2022 扩容与破发阶段,8.537070619836312,7.798799785020949,8.556804091754207,0.0069724772491038325,0.06458838662601858,0.011322495506122384,-0.00826331200973726,0.0583611360599011,0.0872877158762532,-0.014037857266851052,0.04603793475664877,0.11013468859672332,0.04159066288380467,-0.02692676385100525,0.19042273392574435,0.1002437769425013,-0.021144624069120183,0.08142755090290678,0.01433446398950412,0.02808288401794452,0.033466449134944634,-0.0052111105321050975,0.014274095331992517,-0.054959477338036834
688039.SH,当虹科技,科创板,2019.0,2019-2020 注册制早期,6.5794786861359,7.798799785020949,6.458657182949857,0.03430258606858119,0.06398128937386381,0.024589376156166395,0.02078166370040211,0.037667282471285764,0.0730565548253847,-0.42119054987283033,-0.08803981803663294,0.08518348628663092,-0.018571367596669986,0.0015470322361903711,0.005265954172239434,-1.041474923016682,-0.029984845617274342,-0.05677649734576405,0.0014734895457235056,-0.005842868572938218,0.011877585674313313,0.041275255202678295,-0.0008022308971154509,-0.07846105682864563
688041.SH,海光信息,科创板,2022.0,2021-2022 扩容与破发阶段,7.0989700073732065,7.798799785020949,7.203515624383306,-0.27857633994277003,-0.27529350312425427,-0.22282270515165326,-0.05006726081562679,-0.05272825626340232,0.022078490985703254,0.36084624357946515,0.024716941639976592,0.09669542394500037,-0.009262656453619818,-0.0071198419271771935,-0.10836349894056375,0.06318850092084988,0.0043742887217252556,0.01643702391725448,-0.021893290878675673,0.011136648653600317,0.0061724389780853295,-0.060018109408819985,-0.03146367444330302,-0.08332102462943795
688045.SH,必易微,科创板,2022.0,2021-2022 扩容与破发阶段,7.5095526122582,7.798799785020949,7.5287635262057915,0.02729873351949063,0.09041237309672195,0.005642970144307207,0.018571089865913222,0.02044000683039386,0.04918254496635356,-0.1332719838525416,0.03487701163034243,0.09791704803059904,0.006507298631698983,-0.017284766993459218,-0.38641139060161656,0.03903318579050689,0.0019327300671385572,0.014252108240253438,-0.03779571701743159,-0.019546833559193483,0.001433206107186203,0.024400812703105894,-0.030867240413002612,-0.07675944600192482
688046.SH,药康生物,科创板,2022.0,2021-2022 扩容与破发阶段,7.654979007084658,7.798799785020949,7.615186284695033,0.0024490553220520503,-0.031457404876139045,0.0018780527871431318,0.021715034429863788,0.014706172576057245,-0.06424702235603588,0.07657318224485368,0.04225775802662065,0.10262052997643688,0.0020145881583051276,0.034346087372325605,-0.4051751196566845,0.05717336992722127,0.0013262380165663776,0.01656295125555185,0.010324038363417169,0.03183746324569921,0.02707886264845221,-0.018571026918168906,-0.031748466620238065,-0.07527784424921571
688047.SH,龙芯中科,科创板,2022.0,2021-2022 扩容与破发阶段,7.463985571159945,7.798799785020949,7.513073459853444,-0.012660797020619284,0.02551639951849332,0.010008924377693455,-0.11102097523487085,-0.05417930985669132,0.045471121118931875,0.015302294609801068,-0.10497666601097752,0.1072007322173801,0.02297801147438307,0.0052441580791319125,-0.14519724523864347,0.07619334724400385,-0.05246173471736679,-0.012927192277856686,-0.014083974354339793,0.00753237141041715,0.006224600869787606,-0.034380946944636545,-0.012319800009314782,-0.05318964442221191
688048.SH,长光华芯,科创板,2022.0,2021-2022 扩容与破发阶段,7.446040435102559,7.798799785020949,7.534397144732248,0.00686785853783331,0.02065704383276202,0.011296365307185184,0.028814563275857154,0.005122189065502418,-0.0800967992871228,0.013980144842765791,-0.07555768319158135,0.10315914566826433,-0.08596588599451874,0.019414040399383277,-0.11756866051062069,0.04160298494137003,0.0070196579607448035,0.0013118507509995595,-0.07749377832332939,0.026833052940735177,0.025421365783004607,-0.028048927168121948,-0.009213362803973998,-0.10195780631583998
688049.SH,炬芯科技,科创板,2021.0,2021-2022 扩容与破发阶段,8.067417698924691,7.798799785020949,8.02335406189562,0.013913020495313285,0.03328831816427687,0.018399055342267764,0.03327268812537587,0.019875097436308758,-0.08275849929828606,0.010320493028608569,0.03533300938101594,0.10519417622568875,0.009248340161649535,0.0032945278140653327,-0.03263525565642908,0.06111318647259018,-0.023133082503185423,0.012593063185705342,0.02511588899110951,0.0200838911911004,-0.002290065737459757,0.037977654934181766,0.007224989600533232,-0.08087622047975951
688050.SH,爱博医疗,科创板,2020.0,2019-2020 注册制早期,7.8052835719765135,7.798799785020949,7.8014269851416715,0.035585263483037796,0.06929292314186386,0.018988923182267917,-0.00036109733640956866,0.045398276436920605,0.06139214338097548,-0.014193547594119463,0.042175314680620045,0.10584288689360118,-0.0180578459914071,0.022314633750628976,0.07791972212267276,0.07439449322614365,0.0155750867655637,-0.20091654345492233,0.024411068474687606,-0.29164731014938966,0.019568004936489143,-0.02016569710283989,0.0032334820205777415,-0.06812298074624074
688051.SH,佳华科技,科创板,2020.0,2019-2020 注册制早期,7.527829705211593,7.798799785020949,7.548354677916759,0.02557638804430457,0.045730762323135554,0.0125568071292132,0.006282703584575703,-0.12472492338463273,0.005668346532196531,-0.033755941695019914,0.03757490608837315,0.10306296183430734,-0.007328603979689009,-0.003330124503636731,0.04702496426001576,0.04220258861152522,-0.0182387958548347,-0.25470566915851045,0.015087264793539492,-0.018749173619105764,0.0011833311335443996,-0.04889257613419308,-0.002280868114367034,-0.08038945499493219
688052.SH,纳芯微,科创板,2022.0,2021-2022 扩容与破发阶段,7.0629799247586,7.798799785020949,7.29852489795508,0.01142754981798432,0.03531144031853334,0.006302899686119686,0.008496072842401834,-0.017948303979843868,-0.010663791725915507,-0.06113659109828881,0.0345504896839128,0.1018421526810559,-0.025559265612924223,-0.021055114186282864,-0.5302658494114268,0.04144269587820557,3.419215322512709e-05,0.013087586953736146,0.0010293209203575508,0.01840111421128643,0.020245067622291984,-0.029160761583729936,-0.038187934773226045,-0.058467857463342626
688053.SH,ST思科瑞,科创板,2022.0,2021-2022 扩容与破发阶段,7.624943396423323,7.798799785020949,7.809046650740935,0.030258632003217892,0.04601479695845556,0.0122697002926648,0.023428432024458,-0.04532074589076091,0.00855080919960449,-0.04478512006971488,0.03807169818031997,0.10577181779036551,-0.0030844776549008883,-0.00860947251694325,-0.11827326193680487,0.028459468597622828,-0.009351806078059773,0.017264496464960345,-0.016194638190263302,0.00995021212458586,0.020203608027897866,-0.014617538235073932,-0.008820656961262274,-0.06093908841038337
688055.SH,龙腾光电,科创板,2020.0,2019-2020 注册制早期,7.89918925264771,7.798799785020949,7.896075853569263,-0.14001965739498795,-0.2402397576795023,-0.1510649363181722,-0.009019938642778271,0.06329670004042738,0.04233736015183622,0.5316195053730588,0.15093948119000325,0.09682414809910792,0.015071816215787024,0.016667833727278127,-0.0007279491738289625,0.10550861527303641,0.03311069447110695,-0.1447808932831699,0.021337279772648692,-0.24405565597557943,0.011355881126055385,-0.010673613375569779,0.009305217630219952,-0.059516062678663995
688056.SH,莱伯泰科,科创板,2020.0,2019-2020 注册制早期,8.089811653304254,7.798799785020949,8.096100505252496,0.044818350006979896,0.0892022453793835,0.022628004799023313,0.02265998152231989,0.030000956461890778,0.01341561282702814,-0.024848302768973374,-0.059789654816089936,0.1043602252669197,-0.0023854903678990247,0.002760154048834706,0.05638965674612435,0.07390692599369988,-0.07990621208152511,0.016106586335718532,0.008510812075728956,0.02413154728488095,0.020974899658536036,-0.018264657400203353,0.00843906515588346,-0.055809985896715125
688057.SH,金达莱,科创板,2020.0,2019-2020 注册制早期,7.245941117976369,7.798799785020949,7.367560128157624,-0.013294020864265552,-0.07982438987482342,-0.04512522481025584,0.0038939202022872823,-0.13500198731245666,-0.0708856479746506,0.08145792767787272,0.05573231989532416,0.09818499831073466,0.0034531161167558944,-0.012341960229440065,0.008046780990003584,-0.20755317434061524,0.008743855964644512,-0.06731550420931075,0.01929456188795515,0.02020404733394285,0.0021629128742090874,-0.010727374793674532,-0.0075701684271336145,-0.08277464528042908
688058.SH,宝兰德,科创板,2019.0,2019-2020 注册制早期,6.814793250112262,7.798799785020949,6.71783086135107,0.054925295182679176,0.10813339575642957,0.14945164856863216,0.02208859674934323,0.053427759889599316,0.03187890028084484,-0.3608569953140958,0.01135572587805699,0.08412528374059389,0.029326021887357077,0.0025912764294170596,0.020430408786766708,-1.0581382896212097,-0.03207712337222238,0.120576782689032,0.019456976654541422,-0.014286830979560058,-0.27641474683769846,-0.01939384843168846,0.0008584180956951794,-0.02842757970239313
688059.SH,华锐精密,科创板,2021.0,2021-2022 扩容与破发阶段,8.4011072523764,7.798799785020949,8.40743880175943,0.08940647761883266,0.11702081385186695,0.08472521601938916,0.026181265777987076,0.06309602579591804,0.12443149459952221,-0.17026529966646328,0.038149516372669424,0.10607650824100061,0.012643036794839885,-0.018161418900075495,0.056669985665121096,0.06357418649243951,-0.025276836242575228,0.04271552663722604,0.015752885561756202,0.026565696158915127,0.019694803663493497,-0.00593417781564099,0.011332138704971805,-0.06975882859271368
